date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:29:02	56279/56279	---M--	200	added ('OK')	image/jpeg	etag:%2237b88cdda2b81d6aea412dbc026c03ab%22	https://assets.website-files.com/6446569e5406b362dcc26b17/6447d22ed649ef26d5ccc7f0_three%20%20women%20%20sitting%20%20beside%20%20table.jpg	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/assets.website-files.com/6446569e5406b362dcc26b17/6447d22ed649ef26d5ccc7f0_three%20%20women%20%20sitting%20%20beside%20%20table.jpg	(from https://legalfirm.webflow.io/)
13:29:02	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:02%20GMT	https://legalfirm.webflow.io/post/the-impact-of-social-media-to-the-society	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/post/the-impact-of-social-media-to-the-society	(from https://legalfirm.webflow.io/)
13:29:03	212976/212976	---M--	200	added ('OK')	image/jpeg	etag:%22328c86253ed9d5b7c6a326ed04280cee%22	https://assets.website-files.com/6446569e5406b362dcc26b17/6447d51f728d48349c37a0ac_man%20and%20woman%20sitting%20on%20table.jpg	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/assets.website-files.com/6446569e5406b362dcc26b17/6447d51f728d48349c37a0ac_man%20and%20woman%20sitting%20on%20table.jpg	(from https://legalfirm.webflow.io/)
13:29:04	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:04%20GMT	https://legalfirm.webflow.io/product/basic-package	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/product/basic-package	(from https://legalfirm.webflow.io/)
13:29:07	43738/43738	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Nov%202023%2009:29:05%20GMT	https://legalfirm.webflow.io/post/the-impact-of-the-gig-economy	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/post/the-impact-of-the-gig-economy.html	(from https://legalfirm.webflow.io/)
13:29:07	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:06%20GMT	https://legalfirm.webflow.io/style-guide	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/style-guide.1b.delayed	(from https://legalfirm.webflow.io/)
13:29:08	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:07%20GMT	https://legalfirm.webflow.io/instructions	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/instructions	(from https://legalfirm.webflow.io/)
13:29:08	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:08%20GMT	https://legalfirm.webflow.io/licenses	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/licenses	(from https://legalfirm.webflow.io/)
13:29:09	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:09%20GMT	https://legalfirm.webflow.io/changelog	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/changelog	(from https://legalfirm.webflow.io/)
13:29:10	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:10%20GMT	https://legalfirm.webflow.io/404	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/404	(from https://legalfirm.webflow.io/)
13:29:13	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=6446569e5406b315b7c26afb	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8cba6.js	(from https://legalfirm.webflow.io/)
13:29:15	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:14%20GMT	https://legalfirm.webflow.io/about-us	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/about-us.html	(from https://legalfirm.webflow.io/)
13:29:15	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:14%20GMT	https://legalfirm.webflow.io/practice-areas	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/practice-areas.html	(from https://legalfirm.webflow.io/)
13:29:15	1073652/1073652	---M-Z	200	added ('OK')	text/javascript	etag:%22c394fc28d22bb02fb65001a75378bb1b%22	https://assets.website-files.com/6446569e5406b315b7c26afb/js/webflow.cdf0e25c6.js	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/assets.website-files.com/6446569e5406b315b7c26afb/js/webflow.cdf0e25c6.js	(from https://legalfirm.webflow.io/)
13:29:16	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:15%20GMT	https://legalfirm.webflow.io/checkout	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/checkout.html	(from https://legalfirm.webflow.io/)
13:29:16	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:15%20GMT	https://legalfirm.webflow.io/contact	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/contact.html	(from https://legalfirm.webflow.io/)
13:29:16	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:15%20GMT	https://legalfirm.webflow.io/category/packages	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/category/packages.html	(from https://legalfirm.webflow.io/)
13:29:17	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:17%20GMT	https://legalfirm.webflow.io/lawyers/steve-edwards	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/lawyers/steve-edwards.html	(from https://legalfirm.webflow.io/)
13:29:17	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:17%20GMT	https://legalfirm.webflow.io/lawyers/john-smith	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/lawyers/john-smith.html	(from https://legalfirm.webflow.io/)
13:29:17	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:17%20GMT	https://legalfirm.webflow.io/lawyers/mary-johnson	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/lawyers/mary-johnson.html	(from https://legalfirm.webflow.io/)
13:29:18	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:18%20GMT	https://legalfirm.webflow.io/blog	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/blog.html	(from https://legalfirm.webflow.io/)
13:29:18	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:18%20GMT	https://legalfirm.webflow.io/case-results	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/case-results.html	(from https://legalfirm.webflow.io/)
13:29:18	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:18%20GMT	https://legalfirm.webflow.io/lawyers	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/lawyers.html	(from https://legalfirm.webflow.io/)
13:29:18	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:18%20GMT	https://legalfirm.webflow.io/post/estate-planning-for-small-business-owners	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/post/estate-planning-for-small-business-owners.html	(from https://legalfirm.webflow.io/)
13:29:19	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:19%20GMT	https://legalfirm.webflow.io/post/the-impact-of-social-media-to-the-society	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/post/the-impact-of-social-media-to-the-society.html	(from https://legalfirm.webflow.io/)
13:29:19	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:19%20GMT	https://legalfirm.webflow.io/product/basic-package	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/product/basic-package.html	(from https://legalfirm.webflow.io/)
13:29:22	199085/199085	---M--	200	added ('OK')	image/jpeg	etag:%22a5429d8b877beb111bbe99e8fc1d2026%22	https://assets.website-files.com/6446569e5406b362dcc26b17/6447ca9b405f3b223bfb1bfe_low%20%20angle%20%20photography%20%20of%20%20building.jpg	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/assets.website-files.com/6446569e5406b362dcc26b17/6447ca9b405f3b223bfb1bfe_low%20%20angle%20%20photography%20%20of%20%20building.jpg	(from https://legalfirm.webflow.io/post/the-impact-of-the-gig-economy)
13:29:24	24363/24363	---M--	200	added ('OK')	image/jpeg	etag:%2227b2077900d642f3f080e2a670e70734%22	https://assets.website-files.com/6446569e5406b362dcc26b17/6447cb74355ca01c79ddc611_increible-mujer-negocios-alegre-pie-brazos-cruzados.jpg	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/assets.website-files.com/6446569e5406b362dcc26b17/6447cb74355ca01c79ddc611_increible-mujer-negocios-alegre-pie-brazos-cruzados.jpg	(from https://legalfirm.webflow.io/post/the-impact-of-the-gig-economy)
13:29:25	124088/124088	---M--	200	added ('OK')	image/jpeg	etag:%2202199ccf4a59a66cf313f1368a79e3c7%22	https://assets.website-files.com/6446569e5406b362dcc26b17/6447c92f61071c13a33d86c1_person%20%20holding%20%20pencil%20%20near%20%20laptop%20%20computer.jpg	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/assets.website-files.com/6446569e5406b362dcc26b17/6447c92f61071c13a33d86c1_person%20%20holding%20%20pencil%20%20near%20%20laptop%20%20computer.jpg	(from https://legalfirm.webflow.io/post/the-impact-of-the-gig-economy)
13:29:25	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:25%20GMT	https://legalfirm.webflow.io/instructions	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/instructions.html	(from https://legalfirm.webflow.io/)
13:29:25	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:25%20GMT	https://legalfirm.webflow.io/licenses	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/licenses.html	(from https://legalfirm.webflow.io/)
13:29:27	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:26%20GMT	https://legalfirm.webflow.io/practice-areas	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/practice-areas.html	(from https://legalfirm.webflow.io/)
13:29:27	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:26%20GMT	https://legalfirm.webflow.io/changelog	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/changelog.html	(from https://legalfirm.webflow.io/)
13:29:27	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:26%20GMT	https://legalfirm.webflow.io/about-us	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/about-us.html	(from https://legalfirm.webflow.io/)
13:29:27	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:26%20GMT	https://legalfirm.webflow.io/404	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/404.html	(from https://legalfirm.webflow.io/)
13:29:28	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:27%20GMT	https://legalfirm.webflow.io/contact	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/contact.html	(from https://legalfirm.webflow.io/)
13:29:28	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:27%20GMT	https://legalfirm.webflow.io/category/packages	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/category/packages.html	(from https://legalfirm.webflow.io/)
13:29:28	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:27%20GMT	https://legalfirm.webflow.io/checkout	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/checkout.html	(from https://legalfirm.webflow.io/)
13:29:28	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:27%20GMT	https://legalfirm.webflow.io/lawyers	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/lawyers.html	(from https://legalfirm.webflow.io/)
13:29:29	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:29%20GMT	https://legalfirm.webflow.io/lawyers/steve-edwards	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/lawyers/steve-edwards.html	(from https://legalfirm.webflow.io/)
13:29:29	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:29%20GMT	https://legalfirm.webflow.io/lawyers/john-smith	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/lawyers/john-smith.html	(from https://legalfirm.webflow.io/)
13:29:29	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:29%20GMT	https://legalfirm.webflow.io/case-results	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/case-results.html	(from https://legalfirm.webflow.io/)
13:29:29	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:28%20GMT	https://legalfirm.webflow.io/lawyers/mary-johnson	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/lawyers/mary-johnson.html	(from https://legalfirm.webflow.io/)
13:29:30	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:30%20GMT	https://legalfirm.webflow.io/blog	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/blog.html	(from https://legalfirm.webflow.io/)
13:29:30	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:30%20GMT	https://legalfirm.webflow.io/post/estate-planning-for-small-business-owners	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/post/estate-planning-for-small-business-owners.html	(from https://legalfirm.webflow.io/)
13:29:30	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:30%20GMT	https://legalfirm.webflow.io/post/the-impact-of-social-media-to-the-society	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/post/the-impact-of-social-media-to-the-society.html	(from https://legalfirm.webflow.io/)
13:29:30	0/-1	---M--	502	error ('')			https://legalfirm.webflow.io/style-guide	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/style-guide.html	(from https://legalfirm.webflow.io/)
13:29:30	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:30%20GMT	https://legalfirm.webflow.io/product/basic-package	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/product/basic-package.html	(from https://legalfirm.webflow.io/)
13:29:31	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:30%20GMT	https://legalfirm.webflow.io/instructions	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/instructions.html	(from https://legalfirm.webflow.io/)
13:29:31	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:30%20GMT	https://legalfirm.webflow.io/licenses	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/licenses.html	(from https://legalfirm.webflow.io/)
13:29:31	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:30%20GMT	https://legalfirm.webflow.io/changelog	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/changelog.html	(from https://legalfirm.webflow.io/)
13:29:31	0/-1	---M--	502	error ('')			https://legalfirm.webflow.io/style-guide	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/style-guide.html	(from https://legalfirm.webflow.io/)
13:29:31	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2004%20Nov%202023%2009:29:31%20GMT	https://legalfirm.webflow.io/404	C:/My%20Web%20Sites/https___legalfirm.webflow.io_/legalfirm.webflow.io/404.html	(from https://legalfirm.webflow.io/)
